id,test_code,subject,content_domain,difficulty,question_type,review_status,reviewer,source_basis,duplicate_hash,stem_preview
5004-046,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,fedad9608c36cf804838f981b11ce1cb768842a4fd5257281f7e1ec9c2f21e7b,Students think the Constitution is outdated and irrelevant. Which response best addresses this?
5004-047,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,662194cd2ae458c7793ab302453a5ba35040a033c6afe45abbe2f6e3970fa5dd,What is the role of the Vice President in the Senate?
5004-048,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,f32a01d4a3a59c868c626a0facdc60da8627e5b526f958a4661940dff087e1a0,How many senators does each state have?
5005-031,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,6fab603ff1ad40c084995db4cf88e2af8a4f567d173a1ba9101ef8c9fed6c340,What causes day and night on Earth?
5005-032,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,7ecdcc1da0d1210ecb9df69f5f95431b0bc41c072a88a549caf5a69210429fee,Which rock type is formed from cooled magma or lava?
5005-033,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,a4ffc3481fd2c1506e7170e47cfb19f266d9fc9c450c9cf0bf82d493683ac3fd,A rock layer is found upside down in a mountain. What is the most likely explanation?
5005-034,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,6eb1f1411ccbbce337a17ba4fdf454fb52fea5806417543919d70679afd3a7cd,Which model best represents the layers of the Earth?
5005-035,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,aeb3759fd1eda546b417c4f625ead072d5802a169af0b399106757a473ff33be,What is the Moho?
5005-036,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,43685512cebf69d1251202c713372f44f8f65b3ce576797587dc14a8c6690957,How do continental and oceanic crust differ?
5005-037,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,4f920423ef3adf6eca82b0eb0bc8234887a6f49e59fcae2e3f708049af5fc411,Students think volcanoes only occur at plate boundaries. How should a teacher address this?
5005-038,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,7214ae1169a74be3f0e23397a08fa9c365294681ba1228257d9115383c2274a4,What type of plate boundary creates new crust?
5005-039,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,670c092b7a64d5af9bce1a5c6bffc4f8554ddd9fff6c69150bcfe1222625b4bb,What is the Ring of Fire?
5005-040,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,dd1ac1a4476b10798e916e83ecec7d803de99c59c87c76f425c5aa6406ffb8a2,Why do earthquake waves help us know about Earth's interior?
5005-041,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,828e5a0a101bde3547d4b97534cea29ac919997a1fa4e16161ee767e372049d5,Which experiment best demonstrates how sedimentary layers form?
5005-042,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,ae2000dbbdff4595c5f60b51d32e64ecd5f7bc4e8d07ecbba5c45afc471eae4f,What is the process called when rocks break down into smaller pieces?
5005-043,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,2f7b784d102581832e80d4953f23e10bdc4b088ddf61f75849d4047986f31c5d,"How does the water cycle connect the atmosphere, land, and oceans?"
5005-044,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,cb7c58862adff324abaa7acbaee6551d596fb3131430240c303cf55b376154fa,Students think that erosion and weathering are the same. Which distinction is most important to teac
5005-045,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,ebd9d5e7a8e425662a24ed84b61ecf1f11b65a6fdd48a565888a2a86997f4644,What is DNA's primary function?
5005-046,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,040c2f476884669c2e8b08679a84b74964e28ebdfabb0cea2eee3aa0f78c5d12,Why are mutations important to evolution?
5005-047,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,7dd5be88ef042ca37deab04ceaa87c4e83a36e010ffd5fb82619fa25ee08871c,Students think that evolution means individuals change during their lifetime. How should a teacher c
5005-048,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,8041ac154020ccd84213b8c85c32383fb6f8bca10dc93bf39e323ef341720115,What is the role of RNA in protein synthesis?
5005-049,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,0f571c5db1442e29aa2b836c5e30bafb78b230424e8211938f21efe1c8070cfd,Which organelle contains chlorophyll?
5005-050,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,0f8c37b95d498af8d05e450a33e1517250358e45026bf0db039870920ac8ddda,Why do sexually reproducing organisms have more genetic variation than asexual ones?
5005-051,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,38d3cbdc76750b1befa403e66fa1a24a0a62217f0fcd6eb876bb16f42a4582e3,Which investigation best demonstrates osmosis?
5005-052,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,3dbc3ad05ab5a68fa13b115b0759ce36ca07fffcfab9839d561a34070b1cd1a2,What is the basic unit of heredity?
5005-053,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,1a938b990a52d4822a41d851b8014f7810f9837acbd47ce24c1b46be667d757c,"If a homozygous dominant (BB) parent crosses with a homozygous recessive (bb) parent, what percentag"
5005-054,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,ae207e80cd4fd2d29de738d1110a120767226ef949d5c3e295389a22f21f2bcd,Students think that organisms evolve because they 'need' to. How should a teacher respond?
5005-055,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,bbc91ca9493b49c53781256f6e801a4518fb7b1229c9a60688737851e50b5177,What is homeostasis?
5005-056,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,9608a59aaac51c4fe2e3636c9c7b89d7ba050779a7c2cc7184d230814cd7620d,Which kingdom is characterized mainly by multicellular organisms that carry out photosynthesis?
5005-057,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,b1893a48787bc8ef0a250d8767355c9af69ac6b9207b8487f24a40ab807d8f3b,Why do predators and prey often evolve together?
5005-058,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,782bd92d6bf770e6e07ef8a8298004190341c1ee7701ddfe4b794f7ca385f544,Which assessment best measures understanding of ecological relationships?
5005-059,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,6331f91534033168494580cf8469ff7140a81d4bd296e7e0375da20afe390e7b,What is the SI unit of force?
5005-060,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,4791bbf5e77c5ac6238378b5f17b5c290ea6be8e747faecfc14870d4362a6afd,"According to Newton's second law, what happens to acceleration if mass doubles while force stays the"
5005-061,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,66e79958b8c0cc8ecf090baefe9eb0677e95c5365a4cc7fdfc84224afcfa2585,Students think that heavier objects fall faster. Which investigation most effectively challenges thi
5005-062,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,08a97f1dd9b0e088d5593f1c325575a4664a0ed7e9e36f5b9eeaaa8d2d1d59ae,What is the relationship between frequency and wavelength of a wave?
5005-063,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,19fb4b364d6b2da214bd62338793ca11fa2da9ce2ba92dd662c37a8447b55104,What type of energy does a moving object have?
5005-064,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,176d2c6adc3750d5bec2bf1a211d8e10c838b7f55e2a6be4ecb8a9907f7c01a6,Why does a mirror produce a reflection?
5005-065,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,3adb9548c5890885a7a3512ec64c0564d3b7eb69ad9c666d94df65ad744aeeab,Which demonstration best shows that air has mass?
5005-066,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,beb5b4f6734ec05dbdd7c835aa415a89aee744fee7eb6f1b082e1e4f9bb6e4f1,What is the chemical symbol for gold?
5005-067,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,ed685c15c2d5e6544b4565195bc8c1308d42fbfd190fc4343bcbf0ff60b7135d,What state of matter has definite shape and volume?
5005-068,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,77d6a6f309fbfdb28bb659ef375bb2388ac8d6bae65da218f6bbc40cd58c47bc,Why do metals conduct electricity well?
5005-069,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,f5f63850c35ee9fb9f37899a631c407dbabc0dc2bb4de6ce7cfdeab6a56f3b83,Which approach best teaches the concept of density?
5005-070,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,947a2666c1b55aa236382d72c0ec2b7445cfe3185782a741cc6deb308ac91d2a,What is the speed of light approximately?
5005-071,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,b2270b94e2b999cf9c5d93be0e9223d3e44e77f52fe1a2888f09d6ff40a882b0,What happens to the pressure of a gas when its volume decreases at constant temperature?
5005-072,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,b1578b81f739a9b887638089a68c69496418dcf7610af04e2311121bc8c36491,Which scenario best demonstrates conservation of momentum?
5004-049,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,f78b8acab80e6b5fa16e8e4d6bacb552ad4a9f8d10f9a5ff2f5b68c6482c9c5e,"Which geographic tool is best suited for analyzing layers of population, roads, and land use togethe"
5004-050,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,ffe43d57efdf333c617cb638614f95138d03d1e29e6c3110b5fff7a7ee5a1294,What is 'place' as a geographic concept?
5004-051,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,2367bd225e8ce9ac9e6bd7ec025a00f6f29c6d278fcd342d2ac974e1327725a7,Students confuse 'location' with 'place.' Which distinction is clearest?
5004-052,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,bf494a18a1ad475e62cfbaa32f890b7c2d8b1c100cd85135b7f0f744260e2a00,Which type of map projection distorts area the least?
5004-053,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,67da2a04325d0af92828adeb501c711b6e91f176e964bf799240a7e305d32826,What is the prime meridian?
5004-054,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,e25862c781ba5e3e0651d3c5ce58895688f7f3a5f41b5d55d48fcb54006abe8a,What is the difference between density and dispersion?
5004-055,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,07d26b24c65913e9d2063f9bec761be1ddfd0c85d7daa8d80d9536c8383c359c,Which activity best teaches students to think geographically?
5004-056,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,c98720692a1462c488d0dd1af25dda32ea6e6bc3dbaf84dfb9a325a622271783,What is globalization's effect on local cultures?
5004-057,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,210541958422fe055f95869e39d759082301586f19ff914077ac6276c9675aed,Which climate zone is found near the equator?
5004-058,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,1a070f15a11f7f385c1f40ec0b73ecd259972aee4e4f2c46ee5edfb2e0421c27,Which civilization developed cuneiform writing?
5004-059,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,04c43cea0a178a932c8cc4d2ae7cf35760ab630d84dfb290d91116173b4c9764,What was the primary economic impact of the Silk Road?
5004-060,5004,Social Studies,World History and Economics,hard,single-select,human-reviewed,legacy-import,legacy-unknown,f51119cff66ff7147bd21dbcb50fb3c05ca914c63d5297ab72fadc2701b194ee,Which method best helps students understand cause and effect in historical events?
5004-061,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,b575308250213ba93616ee96ecc28d70e617894333a7905efe275b6b4cad5107,What was the main outcome of the Magna Carta (1215)?
5004-062,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,09d767fc4babfe9bc2ef0fc6ce0fd2e5b2e709c9eb50b3a79c7a265970bd6f89,Which ancient wonder is located at Giza in Egypt and still stands today?
5004-063,5004,Social Studies,World History and Economics,hard,single-select,human-reviewed,legacy-import,legacy-unknown,a56827ef683d7d2df9abcd7c95a3c3496907706886852570b19194e44e0c40d9,How did the Industrial Revolution change family structure?
5003-041,5003,Mathematics,Numbers and Operations,easy,single-select,human-reviewed,legacy-import,legacy-unknown,719326062c524c53021ffdd4b80e133ea3d2b950f30ff2cb2d6606182fbba2fb,What is 25% of 200?
5003-042,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c1b8f357823aa98e7a04349e335dcca70136e222101d58270f5edb684d09445a,Why is the sum of two odd numbers always even?
5003-043,5003,Mathematics,Numbers and Operations,hard,single-select,human-reviewed,legacy-import,legacy-unknown,7b56e3148bc18d5c47ca84e5d411a29f498e0e883a7adc67706fbf57fab15928,A student adds fractions by adding numerators and denominators separately (1/3 + 1/4 = 2/7). Which i
5003-044,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,ba3995888184cffaf96d584febdc60fd17e771392ea4e527dcc1f486a44b5665,What is the LCM of 4 and 6?
5003-045,5003,Mathematics,Numbers and Operations,easy,single-select,human-reviewed,legacy-import,legacy-unknown,38a32b653c928af8773f907f520c680353ab66f11d1ebc9959a2c8d08212cb6f,Which number is not divisible by 9?
5003-046,5003,Mathematics,Numbers and Operations,hard,single-select,human-reviewed,legacy-import,legacy-unknown,245d77c86d9798443b80bd0c16f93abc5a22beb0d947e1cf9dff261c0e00d5f8,"For any two positive integers a and b, which relationship is true?"
5003-047,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,d9dad62569dd4581b82fb188529b8887edf2bf22f7f2aaf163a5904084b542cf,Which activity best helps students understand equivalent fractions?
5003-048,5003,Mathematics,Numbers and Operations,easy,single-select,human-reviewed,legacy-import,legacy-unknown,5165cecfc1c335856f064104070ed47ae04fe82c760f9088867234b23ac8b54e,What is the reciprocal of 3/4?
5003-049,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,0a186d70e6c412b03ad3634dfd03249cd9354a17972bbe4769b7a9886a4e9605,Which number is both a perfect square and a perfect cube?
5003-050,5003,Mathematics,Numbers and Operations,hard,single-select,human-reviewed,legacy-import,legacy-unknown,15f122658438e12ad0eb0748a5e4da7414d3bdb01d992a396d664d028b7e159d,"If a/b = c/d, which statement must be true?"
5003-051,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,a024996cccb55d7b6883a2ac9bb65416c50c3efd2e7352a26f055d3ddd4158fa,Solve: 5x - 3 = 12
5003-052,5003,Mathematics,Algebraic Thinking,hard,single-select,human-reviewed,legacy-import,legacy-unknown,e684de1637bbe6be88d3e003cbc23e4d1a9f1ef5ba1f852a13b043026bfb6fd4,Which expression is equivalent to (x + 3)(x - 3)?
5003-053,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,98f23de3d9b87f95a8260605dbe5ff8a7dcce64b0ac1413317d5ad3441104157,What is the slope of the line y = 3x + 2?
5003-054,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,6fe30269da7a935d6c05e8077f5fca310a4703d904592226e3b913787354f3cd,Which graph represents an inverse variation?
5003-055,5003,Mathematics,Algebraic Thinking,hard,single-select,human-reviewed,legacy-import,legacy-unknown,afc72b1d2b4e96e2e934f27ebc2fb9918225f9e6714340d8f27b1e0d292d6f87,"Students write '2x = 10, so x = 5' but cannot explain why. What is the best follow-up?"
5003-056,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",easy,single-select,human-reviewed,legacy-import,legacy-unknown,3da434c7ae9e4094d1c06970e00b20bde5dca61f7f11b76ab1a4ce3a10af4b4a,What is the perimeter of a square with side length 7 cm?
5003-057,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",medium,single-select,human-reviewed,legacy-import,legacy-unknown,d850a337c8c2bce077ad8e2ee0ad17c4f83ce591c10af1071dbc7578c96a4282,"Two triangles are similar. If the ratio of their corresponding sides is 2:3, what is the ratio of th"
5003-058,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",hard,single-select,human-reviewed,legacy-import,legacy-unknown,11cb7712b9588cc027c8f122cbd81eb6707826516d687cce8d8a01f69086a6c2,"Students measure the lengths of four ropes as 1.2 m, 95 cm, 1.05 m, and 110 cm. Which step best supp"
5003-059,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",medium,single-select,human-reviewed,legacy-import,legacy-unknown,a540d0785b72f17c51627b70b4c98425c16dad201be7e2f2756536828cf1e2f0,"What is the mode of the data set: 3, 5, 5, 7, 9, 9, 9, 11?"
5003-060,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",easy,single-select,human-reviewed,legacy-import,legacy-unknown,1bd5ab100c156f349bb3466b32d1458dd6f5a80ee4294b6f6b8fab748b16db36,What is the area of a triangle with base 10 cm and height 6 cm?
5004-064,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,259cf637e865eaba2ee1421cc2437996c1304f58a90ba54bb3f278b15bdd46c7,What is the filibuster?
5004-065,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,1d7a6b749d21582cfbd1bc43e86b7188c1de4233547cad8d729ac0a5e7fd5f35,Why was the 14th Amendment significant?
5004-066,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,0871340b4e7a8c09959763d5751cfd153586595e32b64abd5071079c69095a9f,Which approach best evaluates the reliability of a historical source?
5004-067,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,e9db8db067e1326e7478f91aca4001ef5c8141cc6f3321d81c3b1ebb81653632,What does the Constitution's Preamble begin with?
5004-068,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,feb0daf2fffdac96c45e2d9334d677079e34137810ca43c07de1a8207b929970,How does federalism affect citizens' rights?
5004-069,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,706ff22b7cdffa1ab0ff29fda3672c0838011c39b479626d515e639aecbe1c1f,Which approach best teaches students about the Constitution's adaptability?
5005-073,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,66574f182af7476b500274e257ce38da36ae381cb2907327c8e7530e7c43d249,What causes tides on Earth?
5005-074,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,bd471fad67a57d0c28835a2862e654cec27a104e0268954dc7742e327ff7b39c,How do continents move?
5005-075,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,fc2c517f447c727afb1443c3f3599eadc4ca381e042a3bfa6a8042823d4c6363,Students think all eclipses occur because the Moon blocks the Sun. Which explanation best corrects t
5005-076,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,d97fe875054f2ad7b627f11ee02419fafd7efa935584cedb5729263d9475e04e,What is the rock cycle?
5005-077,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,22232d7d8a3b1b9697c8babdbf6d3a058ac677c5919ddf1cb9575b4ad9b7750f,What is the most abundant gas in Earth's atmosphere?
5005-078,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,cbb0c7d3439fdf5311dbf3b48fff57d90b0149ea5b718b66b6c8a05833528ff2,Why do we have seasons?
5005-079,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,052c1cfc8d86364b2d1f4eb3b1e86f620a03576dfa8156ac496f9ac692e00fc7,Which investigation best helps students understand soil erosion?
5005-080,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,e6fc50de9fccafdabf7379a50242662c1f0a12eb96ce68d9fef733d360baca4e,What is the Mohs hardness of diamond?
5005-081,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,1b750e147304535777325ffcf1ed3a797368c4eaa8e15796f0818c8bbc263f28,What is the function of the cell membrane?
5005-082,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,6074d9ae85f5f80c3eac012f5fef7470084e4e11bf1cc1bbdbde91621a483344,Why do cells divide?
5005-083,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,5a8c62b7377dbf74f87054273f63c218a2a2c030494de5ff4a9212f80b61d5dd,Students think that viruses are living organisms. Which evidence best helps them revise this?
5005-084,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,9babd6d14a05d01d7bd0f60c09bc288b46b2cc3cd07d0c100bc50a09d46b8c63,What is the process by which plants convert sunlight into food?
5005-085,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,c47d7982921477ab0c0beffa2bdd50acc66cb0bcbcb758f7b829f1a123e3cc40,Which organism is a producer?
5005-086,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,0eab9cdb48270439958fdaf2cc97f5611f5dc4628238c65c1fa45168ce41e6fc,What is the significance of meiosis?
5005-087,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,acb0439d510839422e6a4fe68d636b0f9eba731578d2ec86828e3bd2f196de3c,Which lab best demonstrates natural selection?
5005-088,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,f20bc3b06a0bf90bd46b88b3befc8c2a3f49ccd40bda538035d122f64407e1d3,What is the basic unit of classification?
5005-089,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,5efd01446ec594c570be6258fbd807ad73d06a7ce2b8032fb2031beced93a931,What is the unit of electrical resistance?
5005-090,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,941f46407c303c3e8b26fbb94782310737ffc1777c40582d9741c9ca13583707,What happens to the frequency of a wave when its wavelength increases (assuming constant speed)?
5005-091,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,f54e42796079c87beb81e6a5f48ddb26f4c22a66bdaa300dccf2f94f3d8b90c8,Students think that heat and temperature are the same. Which distinction is most important?
5005-092,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,4b38d2862907de4927434e2ab4aea2ea86f465a21cc60d9e9ecd31790d5dbcb0,What is the chemical formula for table salt?
5005-093,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,ad0ab0b81bd10fb2a8bf848700be4bc300bba7b09be5a814763d5fafd5aefe9f,What type of energy is stored in food?
5005-094,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,5dc6f599d30d1410858489942a45e24eb90fd6552a870c53f8aa79e3a18df068,Why does a rocket accelerate upward when it ejects gas downward?
5005-095,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,8eb3a7c71794433d860826eb2a7ba3685c66e270efce67f8443988462ac30409,Which model best represents the atomic structure of an element?
5005-096,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,3917362b5096bb5ddffd4707eeeccdd6c3f90ae0aa80925bcdc19a491feb4ab6,What is the boiling point of water at sea level?
5004-070,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,2934d7466edce7e7e93c3cd10731553bd69612e044b52f179d672f8078874dac,What is the largest ocean?
5004-071,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,b112b6bd5a8860d36d1333dcba5719a84eabeec1be75827febc635b7900a85fa,What is the difference between migration and diffusion?
5004-072,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,647f2cbf93fda915ba2851a468c33dd154411e6bffbc9dca6118c277f12e9501,Which activity best teaches students about human-environment interaction?
5004-073,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,230b68e34a4d05bff080e22bd30a066cf72c612795a4bc8370cab8e34afd55a4,What is urbanization?
5004-074,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,bb15f2bd21838668edab436acf6286d74bbda3e5dd5779fc9a2d08513d6c46f9,Which continent has the most countries?
5004-075,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,c381e3eecb2901af56909cfab6cf12ae8a797fdab596f0fa6b13eb815a66cc5a,What is a 'culture hearth'?
5004-076,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,3730c7c100a2a14cdaba1efaaa1fd4dae1aeb2b96620825b565e45533a2eb2b5,Students think that all cultures progress through the same stages. Which response counters this?
5004-077,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,88b0ebc1c247d9ee16beedb27fb88678f3beca27f3a06da309f1ba48d9b038cb,What is the Equator?
5004-078,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,26979d902aba7a5368467c5b69fcb632ddadf69c755504b5160d49243cdbc894,Which empire was known for its code of laws under Hammurabi?
5004-079,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,6a15e82fb039b71787790578fd9193422df3453bb41293ea229d92f71c8545bd,What was the primary economic system of medieval Europe?
5004-080,5004,Social Studies,World History and Economics,hard,single-select,human-reviewed,legacy-import,legacy-unknown,ed1addc34eb51bca2dcaa105c04b5ce404e7f64180a30f9c0509e852f8f1950e,Which approach best helps students understand the impact of the Columbian Exchange?
5004-081,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,796e2bb32547512b199013d9b2ad178a410d83a01e4757a2d25b8430d9a32ec3,What caused the fall of the Roman Empire?
5004-082,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,fd542b5d89358edf40226cc15f75a1e790793a399f8047c003fc988a0613ac64,Which ancient civilization built Machu Picchu?
5004-083,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,60412747a6ca671e452df7cef29d350df461dc7f8d84b6a6542885b4e5583cd6,What is the significance of the Magna Carta?
